Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,snow_depth_set_1,solar_radiation_set_1,precip_accum_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
YNWC1,09/01/2023 21:02 UTC,80,20,5,307,20,884,2.78,20,94,5.1,13.3,331,,NW,,35.39,,
YNWC1,09/01/2023 22:02 UTC,75,32,5,245,14.99,652,2.78,14.99,85,4.5,13,336,,WSW,,43.1,,
YNWC1,09/01/2023 23:02 UTC,70,47,5.99,213,13,128,2.78,13,73,4.9,12.8,215,,SSW,,48.76,,
YNWC1,09/02/2023 00:02 UTC,69,50,3,215,9,92,2.78,9,71,5.4,12.8,219,,SW,,49.5,,
YNWC1,09/02/2023 01:02 UTC,67,54,4,207,7,56,2.78,7,69,5.9,12.7,214,,SSW,,49.72,,
YNWC1,09/02/2023 02:02 UTC,66,56,2,208,5.99,27,2.78,5.99,66,6.4,12.7,192,,SSW,,49.77,,
YNWC1,09/02/2023 03:02 UTC,65,58,4,207,8,1,2.78,8,64,6.9,12.7,213,,SSW,,49.77,,
YNWC1,09/02/2023 04:02 UTC,64,61,0,,5.99,0,2.78,5.99,64,7.4,12.7,218,,,,50.2,,
YNWC1,09/02/2023 05:02 UTC,63,63,1,266,3,0,2.78,3,62,7.9,12.6,182,,W,,50.12,,
YNWC1,09/02/2023 06:02 UTC,63,55,1,136,3,0,2.78,3,62,8.5,12.6,341,,SE,,46.47,,
YNWC1,09/02/2023 07:02 UTC,63,59,3,206,5.99,0,2.78,5.99,62,8.7,12.6,222,,SSW,,48.35,,
YNWC1,09/02/2023 08:02 UTC,62,63,3,198,5,0,2.78,5,61,9,12.6,227,,SSW,,49.17,,
YNWC1,09/02/2023 09:02 UTC,61,65,2,182,5,0,2.78,5,61,9.8,12.6,221,,S,,49.06,,
YNWC1,09/02/2023 10:02 UTC,60,68,2,194,5,0,2.78,5,59,9.9,12.6,214,,SSW,,49.33,,
YNWC1,09/02/2023 11:02 UTC,60,68,0,,4,0,2.78,4,59,10.2,12.5,180,,,,49.33,,
YNWC1,09/02/2023 12:02 UTC,61,67,2,199,5,0,2.78,5,60,10.3,12.5,218,,SSW,,49.88,,
YNWC1,09/02/2023 13:02 UTC,60,70,1,186,4,0,2.78,4,60,10.5,12.5,162,,S,,50.11,,
YNWC1,09/02/2023 14:02 UTC,60,72,2,205,4,1,2.78,4,60,10.8,12.5,214,,SSW,,50.88,,
YNWC1,09/02/2023 15:02 UTC,60,72,2,159,5,13,2.78,5,61,11.1,12.4,220,,SSE,,50.88,,
YNWC1,09/02/2023 16:02 UTC,61,70,0,,0,37,2.78,0,62,11.2,12.5,85,,,,51.07,,
YNWC1,09/02/2023 17:02 UTC,64,66,0,,0,90,2.78,0,66,11.2,12.6,245,,,,52.34,,
YNWC1,09/02/2023 18:02 UTC,65,66,1,229,4,154,2.78,4,69,10.9,12.7,148,,SW,,53.29,,
YNWC1,09/02/2023 19:02 UTC,63,77,2,225,5.99,101,2.78,5.99,63,11.4,12.6,223,,SW,,55.62,,
YNWC1,09/02/2023 20:02 UTC,65,74,4,195,7,86,2.78,7,66,12.7,12.5,210,,SSW,,56.46,,
YNWC1,09/02/2023 21:02 UTC,69,59,3,268,8,65,2.78,8,68,12.8,12.5,338,,W,,54.01,,
YNWC1,09/02/2023 22:02 UTC,67,62,4,226,9,108,2.78,9,70,11.5,12.5,243,,SW,,53.48,,
YNWC1,09/02/2023 23:02 UTC,64,74,5,217,9,106,2.78,9,66,11.4,12.5,229,,SW,,55.49,,
YNWC1,09/03/2023 00:02 UTC,66,71,2,199,8,103,2.78,8,67,12.6,12.5,212,,SSW,,56.27,,
YNWC1,09/03/2023 01:02 UTC,68,66,1,285,5,73,2.78,5,69,12.4,12.5,175,,WNW,,56.16,,
YNWC1,09/03/2023 02:02 UTC,63,77,2,198,5,26,2.78,5,62,12.5,12.5,218,,SSW,,55.62,,
YNWC1,09/03/2023 03:02 UTC,60,82,0,,5,2,2.78,5,59,13.8,12.4,210,,,,54.44,,
YNWC1,09/03/2023 04:02 UTC,58,88,0,,3,0,2.78,3,56,14.8,12.4,245,,,,54.43,,
YNWC1,09/03/2023 05:02 UTC,56,91,0,,2,0,2.78,2,55,16,12.4,231,,,,53.38,,
YNWC1,09/03/2023 06:02 UTC,56,91,1,219,3,0,2.78,3,55,16.7,12.4,174,,SW,,53.38,,
YNWC1,09/03/2023 07:02 UTC,55,92,0,,3,0,2.78,3,55,17.5,12.4,178,,,,52.7,,
YNWC1,09/03/2023 08:02 UTC,56,92,0,,3,0,2.78,3,55,18.2,12.4,331,,,,53.69,,
YNWC1,09/03/2023 09:02 UTC,54,93,0,,2,0,2.78,2,53,19,12.4,226,,,,52,,
YNWC1,09/03/2023 10:02 UTC,53,95,0,,3,0,2.78,3,52,20.2,12.4,185,,,,51.59,,
YNWC1,09/03/2023 11:02 UTC,54,95,1,294,3,0,2.82,3,54,20.4,12.4,244,,WNW,,52.58,,
YNWC1,09/03/2023 12:02 UTC,55,98,1,280,3,0,2.91,3,55,22,12.4,168,,W,,54.44,,
YNWC1,09/03/2023 13:02 UTC,55,98,1,257,3,0,2.97,3,55,23.3,12.3,182,,WSW,,54.44,,
YNWC1,09/03/2023 14:02 UTC,56,99,1,16,4,1,3.18,4,56,24.1,12.3,190,,NNE,,55.72,,
YNWC1,09/03/2023 15:02 UTC,57,99,2,163,4,7,3.22,4,57,24.8,12.3,176,,SSE,,56.72,,
YNWC1,09/03/2023 16:02 UTC,57,99,1,209,3,30,3.25,3,58,25.2,12.4,187,,SSW,,56.72,,
YNWC1,09/03/2023 17:02 UTC,58,99,1,147,4,59,3.26,4,59,25.3,12.4,165,,SSE,,57.72,,
YNWC1,09/03/2023 18:02 UTC,58,96,3,194,5.99,62,3.27,5.99,58,25.4,12.3,212,,SSW,,56.85,,
YNWC1,09/03/2023 19:02 UTC,57,93,4,222,10,108,3.27,10,58,25.4,12.4,230,,SW,,54.98,,
YNWC1,09/03/2023 20:02 UTC,57,93,4,217,7,121,3.31,7,57,25.5,12.4,215,,SW,,54.98,,
YNWC1,09/03/2023 21:02 UTC,56,94,4,208,8,113,3.32,8,56,25.7,12.4,212,,SSW,,54.28,,
YNWC1,09/03/2023 22:02 UTC,56,94,2,207,7,126,3.39,7,58,25.8,12.5,204,,SSW,,54.28,,
YNWC1,09/03/2023 23:02 UTC,56,92,4,214,7,125,3.41,7,57,25.7,12.4,236,,SW,,53.69,,
YNWC1,09/04/2023 00:02 UTC,55,94,3,220,7,96,3.42,7,56,25.8,12.4,210,,SW,,53.29,,
YNWC1,09/04/2023 01:02 UTC,56,92,2,198,5.99,100,3.42,5.99,56,26,12.4,206,,SSW,,53.69,,
YNWC1,09/04/2023 02:02 UTC,55,94,0,,2,33,3.42,2,55,26.2,12.3,202,,,,53.29,,
YNWC1,09/04/2023 03:02 UTC,53,97,1,154,2,2,3.42,2,52,26.3,12.3,225,,SSE,,52.16,,
YNWC1,09/04/2023 04:02 UTC,52,98,0,,3,0,3.42,3,51,26.5,12.3,239,,,,51.45,,
YNWC1,09/04/2023 05:02 UTC,51,99,0,,2,0,3.42,2,50,26.5,12.3,176,,,,50.73,,
YNWC1,09/04/2023 06:02 UTC,50,99,0,,2,0,3.42,2,50,26.6,12.3,178,,,,49.73,,
YNWC1,09/04/2023 07:02 UTC,49,99,0,,1,0,3.42,1,49,26.5,12.3,181,,,,48.73,,
YNWC1,09/04/2023 08:02 UTC,48,99,0,,2,0,3.42,2,47,26.6,12.3,223,,,,47.73,,
YNWC1,09/04/2023 09:02 UTC,47,100,0,,1,0,3.42,1,46,26.7,12.2,209,,,,47,,
YNWC1,09/04/2023 10:02 UTC,46,100,0,,2,0,3.42,2,45,26.7,12.2,188,,,,46,,
YNWC1,09/04/2023 11:02 UTC,45,100,0,,2,0,3.42,2,44,26.7,12.2,239,,,,45,,
YNWC1,09/04/2023 12:02 UTC,44,100,0,,0,0,3.42,0,43,26.8,12.2,345,,,,44,,
YNWC1,09/04/2023 13:02 UTC,43,100,0,,2,0,3.43,2,42,26.8,12.2,163,,,,43,,
YNWC1,09/04/2023 14:02 UTC,43,100,0,,2,1,3.43,2,42,26.8,12.2,232,,,,43,,
YNWC1,09/04/2023 15:02 UTC,43,100,0,,0,6,3.43,0,42,26.9,12.2,208,,,,43,,
YNWC1,09/04/2023 16:02 UTC,44,100,0,,1,10,3.43,1,43,26.9,12.2,245,,,,44,,
YNWC1,09/04/2023 17:02 UTC,50,100,1,132,3,88,3.43,3,52,25.9,12.3,147,,SE,,50,,
YNWC1,09/04/2023 18:02 UTC,65,62,2,156,3,613,3.43,3,71,22.9,13.3,174,,SSE,,51.58,,
YNWC1,09/04/2023 19:02 UTC,70,47,2,239,5.99,831,3.43,5.99,82,22.1,13.3,225,,WSW,,48.76,,
YNWC1,09/04/2023 20:02 UTC,72,46,4,219,8,910,3.43,8,86,16.8,13.4,214,,SW,,50.02,,
YNWC1,09/04/2023 21:02 UTC,74,45,4,215,9,901,3.43,9,90,11.7,13.8,217,,SW,,51.26,,
YNWC1,09/04/2023 22:02 UTC,73,43,5,211,10,830,3.43,10,90,10,13.2,216,,SSW,,49.12,,
YNWC1,09/04/2023 23:02 UTC,72,45,4,222,9,112,3.43,9,72,9.7,12.8,223,,SW,,49.43,,
YNWC1,09/05/2023 00:02 UTC,71,47,5,211,10,39,3.43,10,72,9.7,12.7,226,,SSW,,49.68,,
YNWC1,09/05/2023 01:02 UTC,69,52,3,205,9,26,3.43,9,69,9.7,12.7,212,,SSW,,50.56,,
YNWC1,09/05/2023 02:02 UTC,64,68,2,207,5,10,3.43,5,63,10.1,12.7,224,,SSW,,53.16,,
YNWC1,09/05/2023 03:02 UTC,62,71,1,252,5,1,3.43,5,60,11.1,12.7,222,,WSW,,52.42,,
YNWC1,09/05/2023 04:02 UTC,58,81,1,275,3,0,3.43,3,57,12.3,12.6,225,,W,,52.15,,
YNWC1,09/05/2023 05:02 UTC,57,85,0,,3,0,3.43,3,55,13.9,12.6,237,,,,52.49,,
YNWC1,09/05/2023 06:02 UTC,55,91,0,,3,0,3.43,3,54,15.6,12.6,5,,,,52.39,,
YNWC1,09/05/2023 07:02 UTC,53,93,0,,2,0,3.43,2,52,17,12.6,225,,,,51.01,,
YNWC1,09/05/2023 08:02 UTC,52,96,0,,2,0,3.43,2,51,18.4,12.5,226,,,,50.88,,
YNWC1,09/05/2023 09:02 UTC,51,97,0,,0,0,3.43,0,49,19.5,12.5,312,,,,50.17,,
YNWC1,09/05/2023 10:02 UTC,50,98,0,,1,0,3.43,1,48,20.7,12.5,21,,,,49.45,,
YNWC1,09/05/2023 11:02 UTC,49,98,0,,2,0,3.43,2,47,21.4,12.5,150,,,,48.45,,
YNWC1,09/05/2023 12:02 UTC,48,98,0,,1,0,3.43,1,47,22.2,12.5,160,,,,47.46,,
YNWC1,09/05/2023 13:02 UTC,47,99,0,,2,0,3.43,2,45,22.7,12.5,224,,,,46.73,,
YNWC1,09/05/2023 14:02 UTC,46,99,1,241,3,1,3.43,3,45,23.5,12.5,222,,WSW,,45.73,,
YNWC1,09/05/2023 15:02 UTC,46,99,1,237,3,6,3.43,3,45,23.9,12.5,220,,WSW,,45.73,,
YNWC1,09/05/2023 16:02 UTC,46,99,0,,1,10,3.43,1,46,24.2,12.5,185,,,,45.73,,
YNWC1,09/05/2023 17:02 UTC,55,77,2,135,3,66,3.43,3,55,23.2,12.6,148,,SE,,47.85,,
YNWC1,09/05/2023 18:02 UTC,72,38,2,124,4,671,3.43,4,84,16.3,13.3,144,,SE,,44.93,,
YNWC1,09/05/2023 19:02 UTC,79,32,1,181,5,848,3.43,5,93,11.7,13.6,169,,S,,46.62,,
YNWC1,09/05/2023 20:02 UTC,78,36,5,211,10,907,3.43,10,93,9.6,13.2,216,,SSW,,48.87,,
YNWC1,09/05/2023 21:02 UTC,80,38,5,207,10,895,3.43,10,98,8.5,13.1,230,,SSW,,52.11,,
YNWC1,09/05/2023 22:02 UTC,80,39,5,221,9,817,3.43,9,97,7.8,13.3,236,,SW,,52.82,,
YNWC1,09/05/2023 23:02 UTC,78,39,5,220,10,122,3.43,10,78,7.5,12.8,223,,SW,,51.02,,
YNWC1,09/06/2023 00:02 UTC,76,40,4,214,8,42,3.43,8,76,7.8,12.8,220,,SW,,49.9,,
YNWC1,09/06/2023 01:02 UTC,75,42,4,214,8,29,3.43,8,74,7.8,12.7,224,,SW,,50.31,,
YNWC1,09/06/2023 02:02 UTC,69,56,2,219,5.99,10,3.43,5.99,68,8.1,12.7,237,,SW,,52.58,,
YNWC1,09/06/2023 03:02 UTC,63,71,2,217,3,1,3.43,3,62,9,12.7,220,,SW,,53.38,,
YNWC1,09/06/2023 04:02 UTC,61,75,0,,3,0,3.43,3,59,10.1,12.6,219,,,,52.96,,
YNWC1,09/06/2023 05:02 UTC,58,81,0,,1,0,3.43,1,57,11.1,12.6,207,,,,52.15,,
YNWC1,09/06/2023 06:02 UTC,56,86,0,,0,0,3.43,0,55,12.4,12.6,208,,,,51.83,,
YNWC1,09/06/2023 07:02 UTC,55,89,0,,1,0,3.43,1,53,13.8,12.6,209,,,,51.79,,
YNWC1,09/06/2023 08:02 UTC,54,91,0,,2,0,3.43,2,52,15.1,12.5,339,,,,51.41,,
YNWC1,09/06/2023 09:02 UTC,53,92,0,,2,0,3.43,2,52,16.7,12.5,21,,,,50.71,,
YNWC1,09/06/2023 10:02 UTC,54,92,0,,1,0,3.43,1,54,17.6,12.5,212,,,,51.7,,
YNWC1,09/06/2023 11:02 UTC,53,92,0,,0,0,3.43,0,52,18.5,12.5,208,,,,50.71,,
YNWC1,09/06/2023 12:02 UTC,52,94,0,,0,0,3.43,0,50,19.6,12.5,208,,,,50.31,,
YNWC1,09/06/2023 13:02 UTC,50,96,1,256,2,0,3.43,2,49,20.5,12.5,226,,WSW,,48.89,,
YNWC1,09/06/2023 14:02 UTC,50,97,1,242,2,2,3.43,2,49,21.3,12.5,243,,WSW,,49.17,,
YNWC1,09/06/2023 15:02 UTC,50,97,0,,3,8,3.43,3,49,22,12.5,223,,,,49.17,,
YNWC1,09/06/2023 16:02 UTC,51,97,0,,2,13,3.43,2,50,22.6,12.5,214,,,,50.17,,
YNWC1,09/06/2023 17:02 UTC,61,77,2,136,3,76,3.43,3,61,21.7,12.8,145,,SE,,53.68,,
YNWC1,09/06/2023 18:02 UTC,75,45,1,93,3,613,3.43,3,87,14.1,13.3,188,,E,,52.17,,
YNWC1,09/06/2023 19:02 UTC,79,36,5,196,9,811,3.43,9,94,10.4,13.4,201,,SSW,,49.76,,
YNWC1,09/06/2023 20:02 UTC,80,34,5,220,9,883,3.43,9,95,9.3,14.4,225,,SW,,49.12,,
YNWC1,09/06/2023 21:02 UTC,82,33,5,211,10,882,3.43,10,98,8.1,13.1,224,,SSW,80.74,50.09,,
YNWC1,09/06/2023 22:02 UTC,81,35,5,221,11,816,3.43,11,98,7.4,13.1,210,,SW,80.2,50.78,,
YNWC1,09/06/2023 23:02 UTC,79,37,5,210,9,128,3.43,9,80,7,12.8,226,,SSW,,50.5,,
YNWC1,09/07/2023 00:02 UTC,78,37,5,210,9,42,3.43,9,78,7.3,12.8,224,,SSW,,49.6,,
YNWC1,09/07/2023 01:02 UTC,76,38,4,214,8,27,3.43,8,74,7.3,12.7,201,,SW,,48.52,,
YNWC1,09/07/2023 02:02 UTC,71,48,2,236,5.99,10,3.43,5.99,68,7.6,12.7,217,,SW,,50.25,,
YNWC1,09/07/2023 03:02 UTC,64,64,1,222,4,1,3.43,4,63,8.2,12.7,228,,SW,,51.5,,
YNWC1,09/07/2023 04:02 UTC,61,68,0,,2,0,3.43,2,59,9.1,12.6,247,,,,50.28,,
YNWC1,09/07/2023 05:02 UTC,59,74,0,,1,0,3.43,1,56,10.1,12.6,225,,,,50.66,,
YNWC1,09/07/2023 06:02 UTC,56,79,0,,1,0,3.43,1,54,10.8,12.6,222,,,,49.52,,
YNWC1,09/07/2023 07:02 UTC,54,82,0,,1,0,3.43,1,52,11.9,12.6,210,,,,48.58,,
YNWC1,09/07/2023 08:02 UTC,53,87,0,,0,0,3.43,0,51,13,12.5,261,,,,49.19,,
YNWC1,09/07/2023 09:02 UTC,51,89,0,,0,0,3.43,0,49,14.4,12.5,27,,,,47.84,,
YNWC1,09/07/2023 10:02 UTC,50,92,0,,2,0,3.43,2,48,15.7,12.5,1,,,,47.74,,
YNWC1,09/07/2023 11:02 UTC,49,94,0,,1,0,3.43,1,47,17,12.5,238,,,,47.33,,
YNWC1,09/07/2023 12:02 UTC,48,94,0,,2,0,3.43,2,46,18,12.5,243,,,,46.34,,
YNWC1,09/07/2023 13:02 UTC,47,94,0,,0,0,3.43,0,46,19,12.5,307,,,,45.34,,
YNWC1,09/07/2023 14:02 UTC,46,93,0,,1,1,3.43,1,45,20,12.5,213,,,,44.07,,
YNWC1,09/07/2023 15:02 UTC,46,93,0,,1,7,3.43,1,45,20.7,12.4,181,,,,44.07,,
YNWC1,09/07/2023 16:02 UTC,47,93,0,,2,10,3.43,2,46,21.5,12.4,201,,,,45.06,,
YNWC1,09/07/2023 17:02 UTC,58,72,1,123,3,86,3.43,3,59,20.5,12.8,148,,ESE,,48.95,,
YNWC1,09/07/2023 18:02 UTC,75,37,2,138,3,627,3.43,3,88,13.5,13.3,164,,SE,,46.92,,
YNWC1,09/07/2023 19:02 UTC,82,33,3,159,5,833,3.43,5,97,10,13.2,148,,SSE,80.74,50.09,,
YNWC1,09/07/2023 20:02 UTC,81,34,5,205,10,891,3.43,10,96,8.7,14.1,214,,SSW,80.12,50,,
YNWC1,09/07/2023 21:02 UTC,84,31,5,212,11,885,3.43,11,101,7.6,13.7,216,,SSW,82.11,50.17,,
YNWC1,09/07/2023 22:02 UTC,84,28,4,228,12,814,3.43,12,101,6.8,13.2,213,,SW,81.82,47.46,,
YNWC1,09/07/2023 23:02 UTC,81,32,5,223,11,118,3.43,11,81,6.5,12.8,190,,SW,79.96,48.38,,
YNWC1,09/08/2023 00:02 UTC,80,34,5,217,9,42,3.43,9,81,6.7,12.8,220,,SW,,49.12,,
YNWC1,09/08/2023 01:02 UTC,77,38,4,220,9,27,3.43,9,76,6.8,12.7,212,,SW,,49.42,,
YNWC1,09/08/2023 02:02 UTC,73,44,3,233,9,10,3.43,9,71,7.1,12.7,208,,SW,,49.74,,
YNWC1,09/08/2023 03:02 UTC,65,64,2,199,5,1,3.43,5,64,7.5,12.7,247,,SSW,,52.45,,
YNWC1,09/08/2023 04:02 UTC,62,67,0,,3,0,3.43,3,60,8.3,12.6,228,,,,50.84,,
YNWC1,09/08/2023 05:02 UTC,59,72,0,,2,0,3.43,2,57,9.2,12.6,175,,,,49.91,,
YNWC1,09/08/2023 06:02 UTC,56,77,0,,1,0,3.43,1,54,10.2,12.6,171,,,,48.83,,
YNWC1,09/08/2023 07:02 UTC,54,80,0,,2,0,3.43,2,52,10.9,12.6,339,,,,47.91,,
YNWC1,09/08/2023 08:02 UTC,52,84,0,,2,0,3.43,2,50,11.8,12.5,198,,,,47.27,,
YNWC1,09/08/2023 09:02 UTC,51,87,0,,2,0,3.43,2,49,12.9,12.5,234,,,,47.23,,
YNWC1,09/08/2023 10:02 UTC,50,89,0,,2,0,3.43,2,48,14,12.5,329,,,,46.85,,
YNWC1,09/08/2023 11:02 UTC,48,90,0,,2,0,3.43,2,46,15.3,12.5,3,,,,45.17,,
YNWC1,09/08/2023 12:02 UTC,47,90,0,,2,0,3.43,2,45,16.3,12.5,221,,,,44.19,,
YNWC1,09/08/2023 13:02 UTC,46,89,0,,1,0,3.43,1,44,17.4,12.5,222,,,,42.9,,
YNWC1,09/08/2023 14:02 UTC,45,86,0,,2,1,3.43,2,43,18.3,12.4,237,,,,41.02,,
YNWC1,09/08/2023 15:02 UTC,45,86,0,,1,6,3.43,1,43,19.2,12.4,6,,,,41.02,,
YNWC1,09/08/2023 16:02 UTC,46,88,1,223,3,9,3.43,3,44,19.7,12.4,217,,SW,,42.6,,
YNWC1,09/08/2023 17:02 UTC,58,61,2,139,5,98,3.43,5,61,19.2,12.7,156,,SE,,44.52,,
YNWC1,09/08/2023 18:02 UTC,75,30,3,162,5,676,3.43,5,89,12.9,13.3,152,,SSE,,41.43,,
YNWC1,09/08/2023 19:02 UTC,84,23,3,165,5.99,852,3.43,5.99,99,9.4,13.2,212,,SSE,81.44,42.31,,
YNWC1,09/08/2023 20:02 UTC,85,23,4,213,10,912,3.43,10,101,8.2,13.6,233,,SSW,82.21,43.16,,
YNWC1,09/08/2023 21:02 UTC,87,21,4,211,10,905,3.43,10,105,6.9,13,213,,SSW,83.72,42.5,,
YNWC1,09/08/2023 22:02 UTC,86,22,5,211,10,833,3.43,10,105,6,13,212,,SSW,82.95,42.86,,
YNWC1,09/08/2023 23:02 UTC,84,23,5,219,10,117,3.43,10,84,5.7,12.8,219,,SW,81.44,42.31,,
YNWC1,09/09/2023 00:02 UTC,83,25,4,222,8,39,3.43,8,84,5.8,12.8,222,,SW,80.83,43.62,,
YNWC1,09/09/2023 01:02 UTC,79,30,4,208,10,25,3.43,10,78,5.7,12.8,217,,SSW,,44.92,,
YNWC1,09/09/2023 02:02 UTC,73,38,3,227,5.99,9,3.43,5.99,71,5.8,12.7,210,,SW,,45.83,,
YNWC1,09/09/2023 03:02 UTC,66,54,2,221,3,1,3.43,3,64,6.3,12.7,227,,SW,,48.79,,
YNWC1,09/09/2023 04:02 UTC,63,58,0,,2,0,3.43,2,60,6.9,12.7,229,,,,47.89,,
YNWC1,09/09/2023 05:02 UTC,60,63,0,,1,0,3.43,1,57,7.6,12.6,311,,,,47.27,,
YNWC1,09/09/2023 06:02 UTC,58,67,1,25,3,0,3.43,3,56,8.4,12.6,10,,NNE,,47.01,,
YNWC1,09/09/2023 07:02 UTC,57,70,1,22,4,0,3.43,4,56,9.1,12.6,165,,NNE,,47.23,,
YNWC1,09/09/2023 08:02 UTC,57,72,1,55,5,0,3.43,5,55,10,12.6,185,,NE,,47.98,,
YNWC1,09/09/2023 09:02 UTC,56,76,0,,4,0,3.43,4,55,10.3,12.5,224,,,,48.47,,
YNWC1,09/09/2023 10:02 UTC,56,75,1,324,4,0,3.43,4,55,10.7,12.5,174,,NW,,48.12,,
YNWC1,09/09/2023 11:02 UTC,55,78,0,,1,0,3.43,1,53,11.4,12.5,184,,,,48.2,,
YNWC1,09/09/2023 12:02 UTC,55,80,1,212,3,0,3.43,3,55,12.1,12.5,218,,SSW,,48.89,,
YNWC1,09/09/2023 13:02 UTC,56,82,0,,3,0,3.43,3,56,12.6,12.5,161,,,,50.53,,
YNWC1,09/09/2023 14:02 UTC,57,80,1,60,4,2,3.43,4,57,13.3,12.5,231,,ENE,,50.84,,
YNWC1,09/09/2023 15:02 UTC,58,81,1,169,2,21,3.43,2,58,13.9,12.5,134,,S,,52.15,,
YNWC1,09/09/2023 16:02 UTC,61,81,1,162,2,53,3.43,2,62,14,12.5,170,,SSE,,55.08,,
YNWC1,09/09/2023 17:02 UTC,62,81,1,199,3,57,3.43,3,64,14.5,12.5,95,,SSW,,56.06,,
YNWC1,09/09/2023 18:02 UTC,63,83,2,137,4,53,3.43,4,64,14.3,12.5,159,,SE,,57.72,,
YNWC1,09/09/2023 19:02 UTC,62,95,0,,3,35,3.46,3,62,17.3,12.5,42,,,,60.54,,
YNWC1,09/09/2023 20:02 UTC,68,90,2,164,3,293,3.49,3,73,18.7,13.5,180,,SSE,,64.94,,
YNWC1,09/09/2023 21:02 UTC,74,64,1,128,4,388,3.49,4,76,19.3,13,82,,SE,,61.01,,
YNWC1,09/09/2023 22:02 UTC,77,56,0,,4,295,3.49,4,81,15.1,13,332,,,,60.07,,
YNWC1,09/09/2023 23:02 UTC,77,56,0,,2,159,3.49,2,78,12.2,12.8,178,,,,60.07,,
YNWC1,09/10/2023 00:02 UTC,77,53,0,,4,86,3.49,4,75,12.3,12.7,213,,,,58.53,,
YNWC1,09/10/2023 01:02 UTC,72,70,0,,1,42,3.49,1,73,12.6,12.7,1,,,,61.64,,
YNWC1,09/10/2023 02:02 UTC,68,80,0,,2,18,3.49,2,67,14,12.6,15,,,,61.56,,
YNWC1,09/10/2023 03:02 UTC,65,88,0,,2,1,3.49,2,65,16.1,12.6,230,,,,61.33,,
YNWC1,09/10/2023 04:02 UTC,63,90,1,230,3,0,3.49,3,63,17.8,12.5,212,,SW,,60,,
YNWC1,09/10/2023 05:02 UTC,62,93,0,,3,0,3.49,3,61,19.4,12.5,162,,,,59.94,,
YNWC1,09/10/2023 06:02 UTC,61,95,0,,2,0,3.49,2,59,20.4,12.5,330,,,,59.54,,
YNWC1,09/10/2023 07:02 UTC,60,96,0,,2,0,3.49,2,59,21.7,12.5,238,,,,58.85,,
YNWC1,09/10/2023 08:02 UTC,59,96,0,,2,0,3.49,2,58,22.3,12.4,228,,,,57.85,,
YNWC1,09/10/2023 09:02 UTC,58,97,0,,1,0,3.49,1,57,23.2,12.4,7,,,,57.14,,
YNWC1,09/10/2023 10:02 UTC,58,97,0,,2,0,3.49,2,57,23.6,12.4,337,,,,57.14,,
YNWC1,09/10/2023 11:02 UTC,58,97,1,276,3,0,3.49,3,57,23.8,12.4,221,,W,,57.14,,
YNWC1,09/10/2023 12:02 UTC,57,97,1,318,2,0,3.49,2,56,24.4,12.4,335,,NW,,56.15,,
YNWC1,09/10/2023 13:02 UTC,57,97,0,,2,0,3.49,2,57,24.5,12.4,7,,,,56.15,,
YNWC1,09/10/2023 14:02 UTC,57,96,0,,2,2,3.49,2,56,24.7,12.4,182,,,,55.86,,
YNWC1,09/10/2023 15:02 UTC,58,95,0,,2,20,3.49,2,58,24.6,12.4,163,,,,56.56,,
YNWC1,09/10/2023 16:02 UTC,63,8,0,,,,3.49,,63,,,,,,,0.87,,
YNWC1,09/10/2023 17:02 UTC,70,74,2,160,4,116,3.49,4,75,21.8,12.8,163,,SSE,,61.29,,
YNWC1,09/10/2023 18:02 UTC,73,63,1,156,3,368,3.49,3,78,13.7,12.8,126,,SSE,,59.62,,
YNWC1,09/10/2023 19:02 UTC,84,46,2,158,4,724,3.49,4,96,11.8,13.8,145,,SSE,84.33,61.02,,
YNWC1,09/10/2023 20:02 UTC,85,38,5,224,10,862,3.49,10,98,9.4,13.1,215,,SW,83.98,56.6,,
YNWC1,09/10/2023 21:02 UTC,85,36,5,215,10,860,3.49,10,101,8.2,13.1,228,,SW,83.66,55.11,,
YNWC1,09/10/2023 22:02 UTC,85,37,5.99,215,12,796,3.49,12,101,7.3,13,219,,SW,83.81,55.86,,
YNWC1,09/10/2023 23:02 UTC,82,38,5,219,9,139,3.49,9,83,7.2,12.8,216,,SW,81.23,53.91,,
YNWC1,09/11/2023 00:02 UTC,81,38,4,216,8,56,3.49,8,81,7.4,12.8,217,,SW,80.46,53.01,,
YNWC1,09/11/2023 01:02 UTC,79,40,3,219,5.99,29,3.49,5.99,78,7.6,12.7,214,,SW,,52.61,,
YNWC1,09/11/2023 02:02 UTC,73,51,3,212,5.99,11,3.49,5.99,71,7.8,12.7,219,,SSW,,53.75,,
YNWC1,09/11/2023 03:02 UTC,68,62,1,240,3,1,3.49,3,66,8.5,12.6,212,,WSW,,54.43,,
YNWC1,09/11/2023 04:02 UTC,65,67,0,,0,0,3.49,0,62,9.8,12.6,254,,,,53.71,,
YNWC1,09/11/2023 05:02 UTC,62,72,0,,2,0,3.49,2,60,10.3,12.6,10,,,,52.8,,
